	100519708,Sam,Benafia,60
100576137,Fritz,Fleury,73
	100853085,Nathalie,Auber,26
	100968635,Nicolas,Macape,32
101912737,Gervais,Besson,55
	101989076,Bastien,Gomez,21
	102710654,Germain,Duchamp,84
	102866099,Denis,Goku,97
103108549,Alice,Leclerc,76
	103687552,Adel,Robin,63
	104362830,Abdel,Durand,13
104765131,Emma,Dupont,51
105421695,Nathalie,Fourrier,62
	106207603,Helene,Ancona,33
	106217340,Penelope,Sumi,61
	106267366,Remi,Angelie,43
106410181,Emanuelle,Brun,82
106611136,Jacob,Boulanger,12
107065272,Capucine,Citonio,79
	107253033,Nicole,Caron,74
107303466,Elga,Vidal,14
	108197885,Penelope,Fonsec,78
	10844990,Remi,Ancona,79
109180961,Arthur,Lemaire,100
109344620,Fiona,Dupont,47
110323582,Fredric,Leroy,62
110552530,Gilles,Mallet,41
	110696300,Chloe,Perez,47
11098507,Daniel,Kramer,90
	111569075,Greg,Ricard,72
111664907,Manon,Chevalier,59
	112374521,Louise,Maury,45
112594170,Emile,Dupont,67
112886155,Heloise,Brun,53
113168599,Frida,Damiens,6
	113881932,Gilles,Klein,95
113978233,Jessica,Huet,70
114090200,Bernard,Verdier,26
115099644,Emmie,Muller,51
	115255269,Claire,Angelie,81
115414748,Marise,Kerry,25
	11604808,Emile,Rossi,1
	116307200,Emanuel,Petit,62
116344768,Florine,Martini,30
	116665536,Kate,Carpentier,40
	117066796,Carlos,Kramer,97
	117600333,Manon,Dupuis,38
	117901418,Eugene,Pichon,84
11836147,Adam,Gomez,49
	119933717,Gervaise,Perrin,50
	120421112,Eudeline,Brun,30
120998995,Josette,Tartenpion,7
	121093520,Charles,Coste,58
121399972,Charlotte,Fonsec,58
122239040,Fabio,Blondel,12
	122486201,Eleonore,Muller,87
123801093,Bernard,Fonsec,17
123844299,Cassandre,Huet,28
124131490,Lea,Duval,44
	124360126,Emilie,Fine,1
125800201,Louis,Cruz,92
125857450,Gary,Dos,6
	126009103,Francesco,Toulmonde,84
126616818,Erwan,Muller,46
12736273,Chloe,Chauvin,92
	127367822,Fiona,Fernandez,60
	130298813,Tom,Terrieur,25
130445806,Josette,Perret,32
	13113275,Flavia,Blier,63
132684178,Martine,Blanc,67
13369704,Jade,Dupuis,89
	13371376,Daniel,Hernandez,35
	133862989,Jade,Leclerc,61
	134329254,Eugene,Fleury,82
	134539739,Emma,Rodriguez,21
	134572213,Remi,Auber,40
135135026,Nicolas,Ait,71
135262393,Gerard,Roussel,90
	135571807,Farid,Perichon,17
135846945,Bastien,Dubois,49
135847700,Heloise,Roux,47
	13608015,Robert,Millet,85
136242046,Jessica,Roussel,77
	136476542,Carole,Masson,49
1370347,Penelope,Leroy,20
	137262157,Simone,Morgane,81
	137653740,Lucien,Blondel,76
137931148,Felix,Coste,79
	138566433,Farid,Lemaire,58
	13955185,Florine,Vandel,18
140433083,Remi,Guerrin,92
141108946,Georgette,Benafia,31
141746374,Elga,Guerrin,3
	14179007,Fabio,Morgane,7
141849088,Gary,Roux,49
143810902,Elga,Lavigne,17
	144289814,Chloe,Pichon,88
	14435574,Elena,Marques,28
	144641404,Beatrice,Fonsec,54
144811942,Eleonore,Gauss,71
	144981904,Emma,Petit,47
145451451,Emmie,Breton,27
	145572840,Elena,Barre,87
146151531,Eve,Ancona,74
	146183982,Chloe,Dumas,40
147203354,Guilain,Leger,57
	148011080,Camille,Morgane,70
	14822928,Babette,Muller,11
	148643328,Clara,Moulin,32
149870446,Daniel,Coste,17
150270730,Charles,Kamouche,83
151347240,Louis,Lejeune,74
151570808,Lea,Benafia,50
15180040,Babette,Robin,69
152516815,Oivier,Caron,29
152627108,Jessica,Vandel,56
	154316824,Katia,Perichon,53
154453560,Chloe,Coste,35
154718653,Alex,Kramer,98
	157719273,Bernard,Brun,3
